sale_id,sku,sale_date,quantity,unit_price,total
SKU001_20240326_381,SKU001,2024-03-26,2,17.24,34.48
SKU001_20240327_550,SKU001,2024-03-27,3,17.24,51.72
SKU001_20240328_179,SKU001,2024-03-28,3,17.24,51.72
SKU001_20240329_830,SKU001,2024-03-29,2,17.24,34.48
SKU001_20240330_392,SKU001,2024-03-30,3,17.24,51.72
SKU001_20240331_340,SKU001,2024-03-31,8,17.24,137.92
SKU001_20240401_378,SKU001,2024-04-01,4,17.24,68.96
SKU001_20240402_443,SKU001,2024-04-02,1,17.24,17.24
SKU001_20240403_427,SKU001,2024-04-03,2,17.24,34.48
SKU001_20240404_653,SKU001,2024-04-04,5,17.24,86.19999999999999
SKU001_20240405_182,SKU001,2024-04-05,4,17.24,68.96
SKU001_20240406_241,SKU001,2024-04-06,5,17.24,86.19999999999999
SKU001_20240407_254,SKU001,2024-04-07,9,17.24,155.16
SKU001_20240408_336,SKU001,2024-04-08,5,17.24,86.19999999999999
SKU001_20240409_492,SKU001,2024-04-09,3,17.24,51.72
SKU001_20240410_810,SKU001,2024-04-10,5,17.24,86.19999999999999
SKU001_20240411_256,SKU001,2024-04-11,8,17.24,137.92
SKU001_20240412_823,SKU001,2024-04-12,3,17.24,51.72
SKU001_20240413_319,SKU001,2024-04-13,8,17.24,137.92
SKU001_20240414_165,SKU001,2024-04-14,3,17.24,51.72
SKU001_20240415_524,SKU001,2024-04-15,10,17.24,172.39999999999998
SKU001_20240416_517,SKU001,2024-04-16,5,17.24,86.19999999999999
SKU001_20240417_438,SKU001,2024-04-17,4,17.24,68.96
SKU001_20240418_655,SKU001,2024-04-18,5,17.24,86.19999999999999
SKU001_20240419_577,SKU001,2024-04-19,1,17.24,17.24
SKU001_20240420_525,SKU001,2024-04-20,4,17.24,68.96
SKU001_20240421_163,SKU001,2024-04-21,6,17.24,103.44
SKU001_20240422_311,SKU001,2024-04-22,5,17.24,86.19999999999999
SKU001_20240423_952,SKU001,2024-04-23,6,17.24,103.44
SKU001_20240424_530,SKU001,2024-04-24,2,17.24,34.48
SKU001_20240425_498,SKU001,2024-04-25,1,17.24,17.24
SKU001_20240426_888,SKU001,2024-04-26,1,17.24,17.24
SKU001_20240427_698,SKU001,2024-04-27,6,17.24,103.44
SKU001_20240428_812,SKU001,2024-04-28,1,17.24,17.24
SKU001_20240429_120,SKU001,2024-04-29,2,17.24,34.48
SKU001_20240430_977,SKU001,2024-04-30,1,17.24,17.24
SKU001_20240501_883,SKU001,2024-05-01,3,17.24,51.72
SKU001_20240502_689,SKU001,2024-05-02,2,17.24,34.48
SKU001_20240503_489,SKU001,2024-05-03,4,17.24,68.96
SKU001_20240504_588,SKU001,2024-05-04,4,17.24,68.96
SKU001_20240505_106,SKU001,2024-05-05,6,17.24,103.44
SKU001_20240506_460,SKU001,2024-05-06,5,17.24,86.19999999999999
SKU001_20240507_405,SKU001,2024-05-07,3,17.24,51.72
SKU001_20240508_871,SKU001,2024-05-08,1,17.24,17.24
SKU001_20240509_499,SKU001,2024-05-09,2,17.24,34.48
SKU001_20240510_973,SKU001,2024-05-10,5,17.24,86.19999999999999
SKU001_20240511_955,SKU001,2024-05-11,5,17.24,86.19999999999999
SKU001_20240512_529,SKU001,2024-05-12,6,17.24,103.44
SKU001_20240513_651,SKU001,2024-05-13,1,17.24,17.24
SKU001_20240514_865,SKU001,2024-05-14,2,17.24,34.48
SKU001_20240515_852,SKU001,2024-05-15,2,17.24,34.48
SKU001_20240516_659,SKU001,2024-05-16,3,17.24,51.72
SKU001_20240517_919,SKU001,2024-05-17,6,17.24,103.44
SKU001_20240518_717,SKU001,2024-05-18,6,17.24,103.44
SKU001_20240519_325,SKU001,2024-05-19,4,17.24,68.96
SKU001_20240520_599,SKU001,2024-05-20,2,17.24,34.48
SKU001_20240521_324,SKU001,2024-05-21,3,17.24,51.72
SKU001_20240522_379,SKU001,2024-05-22,1,17.24,17.24
SKU001_20240523_546,SKU001,2024-05-23,1,17.24,17.24
SKU001_20240524_597,SKU001,2024-05-24,6,17.24,103.44
SKU001_20240525_129,SKU001,2024-05-25,6,17.24,103.44
SKU001_20240526_498,SKU001,2024-05-26,3,17.24,51.72
SKU001_20240527_444,SKU001,2024-05-27,5,17.24,86.19999999999999
SKU001_20240528_784,SKU001,2024-05-28,2,17.24,34.48
SKU001_20240529_795,SKU001,2024-05-29,6,17.24,103.44
SKU001_20240530_917,SKU001,2024-05-30,4,17.24,68.96
SKU001_20240531_514,SKU001,2024-05-31,5,17.24,86.19999999999999
SKU001_20240601_841,SKU001,2024-06-01,4,17.24,68.96
SKU001_20240602_269,SKU001,2024-06-02,7,17.24,120.67999999999999
SKU001_20240603_960,SKU001,2024-06-03,1,17.24,17.24
SKU001_20240604_578,SKU001,2024-06-04,5,17.24,86.19999999999999
SKU001_20240605_230,SKU001,2024-06-05,4,17.24,68.96
SKU001_20240606_737,SKU001,2024-06-06,6,17.24,103.44
SKU001_20240607_646,SKU001,2024-06-07,4,17.24,68.96
SKU001_20240608_127,SKU001,2024-06-08,6,17.24,103.44
SKU001_20240609_503,SKU001,2024-06-09,9,17.24,155.16
SKU001_20240610_706,SKU001,2024-06-10,7,17.24,120.67999999999999
SKU001_20240611_677,SKU001,2024-06-11,5,17.24,86.19999999999999
SKU001_20240612_778,SKU001,2024-06-12,2,17.24,34.48
SKU001_20240613_127,SKU001,2024-06-13,4,17.24,68.96
SKU001_20240614_185,SKU001,2024-06-14,4,17.24,68.96
SKU001_20240615_758,SKU001,2024-06-15,3,17.24,51.72
SKU001_20240616_538,SKU001,2024-06-16,4,17.24,68.96
SKU001_20240617_238,SKU001,2024-06-17,3,17.24,51.72
SKU001_20240618_987,SKU001,2024-06-18,3,17.24,51.72
SKU001_20240619_572,SKU001,2024-06-19,3,17.24,51.72
SKU001_20240620_286,SKU001,2024-06-20,3,17.24,51.72
SKU001_20240621_151,SKU001,2024-06-21,2,17.24,34.48
SKU001_20240622_366,SKU001,2024-06-22,6,17.24,103.44
SKU001_20240623_488,SKU001,2024-06-23,6,17.24,103.44
SKU001_20240624_435,SKU001,2024-06-24,1,17.24,17.24
SKU001_20240625_316,SKU001,2024-06-25,2,17.24,34.48
SKU001_20240626_565,SKU001,2024-06-26,3,17.24,51.72
SKU001_20240627_434,SKU001,2024-06-27,2,17.24,34.48
SKU001_20240628_445,SKU001,2024-06-28,2,17.24,34.48
SKU001_20240629_879,SKU001,2024-06-29,6,17.24,103.44
SKU001_20240630_488,SKU001,2024-06-30,2,17.24,34.48
SKU001_20240701_384,SKU001,2024-07-01,1,17.24,17.24
SKU001_20240702_870,SKU001,2024-07-02,1,17.24,17.24
SKU001_20240703_951,SKU001,2024-07-03,5,17.24,86.19999999999999
SKU001_20240704_531,SKU001,2024-07-04,4,17.24,68.96
SKU001_20240705_358,SKU001,2024-07-05,5,17.24,86.19999999999999
SKU001_20240706_954,SKU001,2024-07-06,5,17.24,86.19999999999999
SKU001_20240707_183,SKU001,2024-07-07,4,17.24,68.96
SKU001_20240708_581,SKU001,2024-07-08,4,17.24,68.96
SKU001_20240710_119,SKU001,2024-07-10,3,17.24,51.72
SKU001_20240711_867,SKU001,2024-07-11,4,17.24,68.96
SKU001_20240712_652,SKU001,2024-07-12,6,17.24,103.44
SKU001_20240713_153,SKU001,2024-07-13,4,17.24,68.96
SKU001_20240714_458,SKU001,2024-07-14,3,17.24,51.72
SKU001_20240715_329,SKU001,2024-07-15,3,17.24,51.72
SKU001_20240716_765,SKU001,2024-07-16,7,17.24,120.67999999999999
SKU001_20240717_170,SKU001,2024-07-17,1,17.24,17.24
SKU001_20240718_899,SKU001,2024-07-18,2,17.24,34.48
SKU001_20240719_767,SKU001,2024-07-19,3,17.24,51.72
SKU001_20240720_141,SKU001,2024-07-20,4,17.24,68.96
SKU001_20240721_872,SKU001,2024-07-21,6,17.24,103.44
SKU001_20240722_131,SKU001,2024-07-22,2,17.24,34.48
SKU001_20240723_353,SKU001,2024-07-23,6,17.24,103.44
SKU001_20240724_304,SKU001,2024-07-24,5,17.24,86.19999999999999
SKU001_20240725_959,SKU001,2024-07-25,4,17.24,68.96
SKU001_20240726_120,SKU001,2024-07-26,3,17.24,51.72
SKU001_20240727_736,SKU001,2024-07-27,10,17.24,172.39999999999998
SKU001_20240728_256,SKU001,2024-07-28,3,17.24,51.72
SKU001_20240729_344,SKU001,2024-07-29,3,17.24,51.72
SKU001_20240730_229,SKU001,2024-07-30,5,17.24,86.19999999999999
SKU001_20240731_584,SKU001,2024-07-31,2,17.24,34.48
SKU001_20240801_785,SKU001,2024-08-01,1,17.24,17.24
SKU001_20240802_217,SKU001,2024-08-02,8,17.24,137.92
SKU001_20240803_677,SKU001,2024-08-03,8,17.24,137.92
SKU001_20240804_323,SKU001,2024-08-04,3,17.24,51.72
SKU001_20240805_576,SKU001,2024-08-05,1,17.24,17.24
SKU001_20240806_816,SKU001,2024-08-06,4,17.24,68.96
SKU001_20240807_362,SKU001,2024-08-07,4,17.24,68.96
SKU001_20240808_885,SKU001,2024-08-08,5,17.24,86.19999999999999
SKU001_20240809_477,SKU001,2024-08-09,5,17.24,86.19999999999999
SKU001_20240810_271,SKU001,2024-08-10,4,17.24,68.96
SKU001_20240811_720,SKU001,2024-08-11,8,17.24,137.92
SKU001_20240812_721,SKU001,2024-08-12,3,17.24,51.72
SKU001_20240813_865,SKU001,2024-08-13,4,17.24,68.96
SKU001_20240814_835,SKU001,2024-08-14,7,17.24,120.67999999999999
SKU001_20240815_217,SKU001,2024-08-15,4,17.24,68.96
SKU001_20240816_896,SKU001,2024-08-16,1,17.24,17.24
SKU001_20240817_938,SKU001,2024-08-17,5,17.24,86.19999999999999
SKU001_20240818_267,SKU001,2024-08-18,10,17.24,172.39999999999998
SKU001_20240819_418,SKU001,2024-08-19,7,17.24,120.67999999999999
SKU001_20240820_210,SKU001,2024-08-20,1,17.24,17.24
SKU001_20240821_692,SKU001,2024-08-21,3,17.24,51.72
SKU001_20240822_126,SKU001,2024-08-22,3,17.24,51.72
SKU001_20240823_419,SKU001,2024-08-23,5,17.24,86.19999999999999
SKU001_20240824_689,SKU001,2024-08-24,6,17.24,103.44
SKU001_20240825_793,SKU001,2024-08-25,5,17.24,86.19999999999999
SKU001_20240826_484,SKU001,2024-08-26,2,17.24,34.48
SKU001_20240827_506,SKU001,2024-08-27,3,17.24,51.72
SKU001_20240828_832,SKU001,2024-08-28,6,17.24,103.44
SKU001_20240830_303,SKU001,2024-08-30,5,17.24,86.19999999999999
SKU001_20240831_177,SKU001,2024-08-31,6,17.24,103.44
SKU001_20240901_706,SKU001,2024-09-01,5,17.24,86.19999999999999
SKU001_20240902_807,SKU001,2024-09-02,5,17.24,86.19999999999999
SKU001_20240903_950,SKU001,2024-09-03,4,17.24,68.96
SKU001_20240904_742,SKU001,2024-09-04,1,17.24,17.24
SKU001_20240905_348,SKU001,2024-09-05,5,17.24,86.19999999999999
SKU001_20240906_204,SKU001,2024-09-06,6,17.24,103.44
SKU001_20240907_813,SKU001,2024-09-07,5,17.24,86.19999999999999
SKU001_20240908_891,SKU001,2024-09-08,4,17.24,68.96
SKU001_20240909_408,SKU001,2024-09-09,4,17.24,68.96
SKU001_20240911_970,SKU001,2024-09-11,2,17.24,34.48
SKU001_20240912_800,SKU001,2024-09-12,5,17.24,86.19999999999999
SKU001_20240913_714,SKU001,2024-09-13,2,17.24,34.48
SKU001_20240914_924,SKU001,2024-09-14,6,17.24,103.44
SKU001_20240915_223,SKU001,2024-09-15,3,17.24,51.72
SKU001_20240916_915,SKU001,2024-09-16,1,17.24,17.24
SKU001_20240917_679,SKU001,2024-09-17,3,17.24,51.72
SKU001_20240918_901,SKU001,2024-09-18,3,17.24,51.72
SKU001_20240919_142,SKU001,2024-09-19,2,17.24,34.48
SKU001_20240920_455,SKU001,2024-09-20,3,17.24,51.72
SKU001_20240921_645,SKU001,2024-09-21,7,17.24,120.67999999999999
SKU001_20240922_538,SKU001,2024-09-22,5,17.24,86.19999999999999
SKU001_20240923_777,SKU001,2024-09-23,1,17.24,17.24
SKU001_20240924_479,SKU001,2024-09-24,4,17.24,68.96
SKU001_20240925_170,SKU001,2024-09-25,5,17.24,86.19999999999999
SKU001_20240926_618,SKU001,2024-09-26,5,17.24,86.19999999999999
SKU001_20240927_763,SKU001,2024-09-27,1,17.24,17.24
SKU001_20240928_449,SKU001,2024-09-28,6,17.24,103.44
SKU001_20240929_112,SKU001,2024-09-29,4,17.24,68.96
SKU001_20240930_969,SKU001,2024-09-30,6,17.24,103.44
SKU001_20241001_530,SKU001,2024-10-01,6,17.24,103.44
SKU001_20241002_942,SKU001,2024-10-02,5,17.24,86.19999999999999
SKU001_20241003_601,SKU001,2024-10-03,5,17.24,86.19999999999999
SKU001_20241004_208,SKU001,2024-10-04,3,17.24,51.72
SKU001_20241005_543,SKU001,2024-10-05,5,17.24,86.19999999999999
SKU001_20241006_470,SKU001,2024-10-06,3,17.24,51.72
SKU001_20241007_750,SKU001,2024-10-07,3,17.24,51.72
SKU001_20241008_948,SKU001,2024-10-08,4,17.24,68.96
SKU001_20241009_570,SKU001,2024-10-09,1,17.24,17.24
SKU001_20241010_824,SKU001,2024-10-10,7,17.24,120.67999999999999
SKU001_20241011_256,SKU001,2024-10-11,2,17.24,34.48
SKU001_20241012_545,SKU001,2024-10-12,3,17.24,51.72
SKU001_20241013_280,SKU001,2024-10-13,4,17.24,68.96
SKU001_20241014_851,SKU001,2024-10-14,3,17.24,51.72
SKU001_20241015_634,SKU001,2024-10-15,7,17.24,120.67999999999999
SKU001_20241016_766,SKU001,2024-10-16,1,17.24,17.24
SKU001_20241017_376,SKU001,2024-10-17,4,17.24,68.96
SKU001_20241018_730,SKU001,2024-10-18,7,17.24,120.67999999999999
SKU001_20241019_927,SKU001,2024-10-19,4,17.24,68.96
SKU001_20241020_651,SKU001,2024-10-20,7,17.24,120.67999999999999
SKU001_20241021_893,SKU001,2024-10-21,4,17.24,68.96
SKU001_20241022_595,SKU001,2024-10-22,7,17.24,120.67999999999999
SKU001_20241023_576,SKU001,2024-10-23,5,17.24,86.19999999999999
SKU001_20241024_546,SKU001,2024-10-24,1,17.24,17.24
SKU001_20241025_945,SKU001,2024-10-25,4,17.24,68.96
SKU001_20241026_848,SKU001,2024-10-26,4,17.24,68.96
SKU001_20241027_706,SKU001,2024-10-27,8,17.24,137.92
SKU001_20241028_374,SKU001,2024-10-28,4,17.24,68.96
SKU001_20241029_430,SKU001,2024-10-29,5,17.24,86.19999999999999
SKU001_20241030_972,SKU001,2024-10-30,1,17.24,17.24
SKU001_20241031_351,SKU001,2024-10-31,4,17.24,68.96
SKU001_20241101_950,SKU001,2024-11-01,5,17.24,86.19999999999999
SKU001_20241102_188,SKU001,2024-11-02,8,17.24,137.92
SKU001_20241103_385,SKU001,2024-11-03,5,17.24,86.19999999999999
SKU001_20241104_561,SKU001,2024-11-04,6,17.24,103.44
SKU001_20241105_349,SKU001,2024-11-05,11,17.24,189.64
SKU001_20241106_868,SKU001,2024-11-06,6,17.24,103.44
SKU001_20241107_575,SKU001,2024-11-07,7,17.24,120.67999999999999
SKU001_20241108_683,SKU001,2024-11-08,4,17.24,68.96
SKU001_20241109_724,SKU001,2024-11-09,9,17.24,155.16
SKU001_20241110_784,SKU001,2024-11-10,6,17.24,103.44
SKU001_20241111_488,SKU001,2024-11-11,4,17.24,68.96
SKU001_20241112_444,SKU001,2024-11-12,3,17.24,51.72
SKU001_20241113_129,SKU001,2024-11-13,11,17.24,189.64
SKU001_20241114_606,SKU001,2024-11-14,7,17.24,120.67999999999999
SKU001_20241115_971,SKU001,2024-11-15,8,17.24,137.92
SKU001_20241116_432,SKU001,2024-11-16,8,17.24,137.92
SKU001_20241117_286,SKU001,2024-11-17,6,17.24,103.44
SKU001_20241118_599,SKU001,2024-11-18,5,17.24,86.19999999999999
SKU001_20241119_317,SKU001,2024-11-19,10,17.24,172.39999999999998
SKU001_20241120_463,SKU001,2024-11-20,9,17.24,155.16
SKU001_20241121_916,SKU001,2024-11-21,11,17.24,189.64
SKU001_20241122_364,SKU001,2024-11-22,4,17.24,68.96
SKU001_20241123_448,SKU001,2024-11-23,5,17.24,86.19999999999999
SKU001_20241124_386,SKU001,2024-11-24,5,17.24,86.19999999999999
SKU001_20241125_710,SKU001,2024-11-25,6,17.24,103.44
SKU001_20241126_818,SKU001,2024-11-26,6,17.24,103.44
SKU001_20241127_382,SKU001,2024-11-27,4,17.24,68.96
SKU001_20241128_669,SKU001,2024-11-28,9,17.24,155.16
SKU001_20241129_110,SKU001,2024-11-29,6,17.24,103.44
SKU001_20241130_629,SKU001,2024-11-30,3,17.24,51.72
SKU001_20241201_295,SKU001,2024-12-01,5,17.24,86.19999999999999
SKU001_20241202_187,SKU001,2024-12-02,10,17.24,172.39999999999998
SKU001_20241203_347,SKU001,2024-12-03,13,17.24,224.11999999999998
SKU001_20241204_837,SKU001,2024-12-04,10,17.24,172.39999999999998
SKU001_20241205_516,SKU001,2024-12-05,6,17.24,103.44
SKU001_20241206_600,SKU001,2024-12-06,2,17.24,34.48
SKU001_20241207_668,SKU001,2024-12-07,9,17.24,155.16
SKU001_20241208_876,SKU001,2024-12-08,6,17.24,103.44
SKU001_20241209_346,SKU001,2024-12-09,9,17.24,155.16
SKU001_20241210_807,SKU001,2024-12-10,14,17.24,241.35999999999999
SKU001_20241211_587,SKU001,2024-12-11,13,17.24,224.11999999999998
SKU001_20241212_761,SKU001,2024-12-12,11,17.24,189.64
SKU001_20241213_828,SKU001,2024-12-13,12,17.24,206.88
SKU001_20241214_602,SKU001,2024-12-14,6,17.24,103.44
SKU001_20241215_558,SKU001,2024-12-15,10,17.24,172.39999999999998
SKU001_20241216_911,SKU001,2024-12-16,4,17.24,68.96
SKU001_20241217_117,SKU001,2024-12-17,11,17.24,189.64
SKU001_20241218_195,SKU001,2024-12-18,7,17.24,120.67999999999999
SKU001_20241219_401,SKU001,2024-12-19,9,17.24,155.16
SKU001_20241220_326,SKU001,2024-12-20,7,17.24,120.67999999999999
SKU001_20241221_514,SKU001,2024-12-21,9,17.24,155.16
SKU001_20241222_808,SKU001,2024-12-22,14,17.24,241.35999999999999
SKU001_20241223_349,SKU001,2024-12-23,3,17.24,51.72
SKU001_20241224_413,SKU001,2024-12-24,12,17.24,206.88
SKU001_20241225_779,SKU001,2024-12-25,8,17.24,137.92
SKU001_20241226_695,SKU001,2024-12-26,6,17.24,103.44
SKU001_20241227_477,SKU001,2024-12-27,8,17.24,137.92
SKU001_20241228_584,SKU001,2024-12-28,5,17.24,86.19999999999999
SKU001_20241229_666,SKU001,2024-12-29,8,17.24,137.92
SKU001_20241230_643,SKU001,2024-12-30,12,17.24,206.88
SKU001_20241231_452,SKU001,2024-12-31,9,17.24,155.16
SKU001_20250101_535,SKU001,2025-01-01,3,17.24,51.72
SKU001_20250102_863,SKU001,2025-01-02,5,17.24,86.19999999999999
SKU001_20250103_663,SKU001,2025-01-03,3,17.24,51.72
SKU001_20250104_438,SKU001,2025-01-04,4,17.24,68.96
SKU001_20250105_460,SKU001,2025-01-05,3,17.24,51.72
SKU001_20250106_819,SKU001,2025-01-06,6,17.24,103.44
SKU001_20250107_564,SKU001,2025-01-07,3,17.24,51.72
SKU001_20250108_377,SKU001,2025-01-08,3,17.24,51.72
SKU001_20250109_413,SKU001,2025-01-09,4,17.24,68.96
SKU001_20250110_357,SKU001,2025-01-10,4,17.24,68.96
SKU001_20250111_336,SKU001,2025-01-11,7,17.24,120.67999999999999
SKU001_20250112_223,SKU001,2025-01-12,7,17.24,120.67999999999999
SKU001_20250113_838,SKU001,2025-01-13,3,17.24,51.72
SKU001_20250114_297,SKU001,2025-01-14,3,17.24,51.72
SKU001_20250115_423,SKU001,2025-01-15,8,17.24,137.92
SKU001_20250116_222,SKU001,2025-01-16,3,17.24,51.72
SKU001_20250117_860,SKU001,2025-01-17,4,17.24,68.96
SKU001_20250118_648,SKU001,2025-01-18,7,17.24,120.67999999999999
SKU001_20250119_880,SKU001,2025-01-19,6,17.24,103.44
SKU001_20250120_806,SKU001,2025-01-20,3,17.24,51.72
SKU001_20250121_289,SKU001,2025-01-21,2,17.24,34.48
SKU001_20250122_296,SKU001,2025-01-22,8,17.24,137.92
SKU001_20250123_321,SKU001,2025-01-23,3,17.24,51.72
SKU001_20250124_856,SKU001,2025-01-24,4,17.24,68.96
SKU001_20250125_595,SKU001,2025-01-25,5,17.24,86.19999999999999
SKU001_20250126_383,SKU001,2025-01-26,10,17.24,172.39999999999998
SKU001_20250127_841,SKU001,2025-01-27,2,17.24,34.48
SKU001_20250128_703,SKU001,2025-01-28,4,17.24,68.96
SKU001_20250129_878,SKU001,2025-01-29,1,17.24,17.24
SKU001_20250130_637,SKU001,2025-01-30,8,17.24,137.92
SKU001_20250131_711,SKU001,2025-01-31,6,17.24,103.44
SKU001_20250201_389,SKU001,2025-02-01,4,17.24,68.96
SKU001_20250202_202,SKU001,2025-02-02,4,17.24,68.96
SKU001_20250203_952,SKU001,2025-02-03,4,17.24,68.96
SKU001_20250204_298,SKU001,2025-02-04,3,17.24,51.72
SKU001_20250205_403,SKU001,2025-02-05,2,17.24,34.48
SKU001_20250206_332,SKU001,2025-02-06,4,17.24,68.96
SKU001_20250207_469,SKU001,2025-02-07,3,17.24,51.72
SKU001_20250208_283,SKU001,2025-02-08,8,17.24,137.92
SKU001_20250209_409,SKU001,2025-02-09,8,17.24,137.92
SKU001_20250210_114,SKU001,2025-02-10,2,17.24,34.48
SKU001_20250211_825,SKU001,2025-02-11,7,17.24,120.67999999999999
SKU001_20250212_646,SKU001,2025-02-12,3,17.24,51.72
SKU001_20250213_229,SKU001,2025-02-13,3,17.24,51.72
SKU001_20250214_380,SKU001,2025-02-14,3,17.24,51.72
SKU001_20250215_146,SKU001,2025-02-15,2,17.24,34.48
SKU001_20250217_155,SKU001,2025-02-17,1,17.24,17.24
SKU001_20250218_666,SKU001,2025-02-18,3,17.24,51.72
